Genre,Artist,Song,Lyric
Metal,Meliah Rage,Infernal Bleeding,"I can't escape this pain
It's burning in my veins
A fire out of control
It's heating up my soul

It's got a hold of me
Why can't shake this thing
Just when I think it's gone
It comes back stronger

My blood is boiling with the fires
Of broken dreams and bad desires
And as I try to make things whole
Infernal bleeding takes its toll

I try to run away
But there is no escape
It calls me from inside
A place I cannot hide

It's like a bad disease
Of constant miseries
And once the need is gone
It comes back stronger

My blood is boiling with the fires
Of broken dreams and bad desires
And as I try to make things whole
Infernal bleeding takes its toll

It burns inside the tracks I've laid
Until my mind becomes its slave
And then before I even know
Infernal bleeding takes control

And as the needle breaks my skin
Heaven, then back to hell again
And as my eyes fade close to sleep
I know I've spiraled way too deep
It is the sickness unto death
It's stealing my last breath

It is the deadly lure
For which there is no cure
The hole I cannot fill
It is my final thrill

It's got a hold of me
Why can't I shake this thing
Just when I think it's gone
It comes back stronger

My blood is boiling with the fires
Of broken dreams and bad desires
And as I try to make things whole
Infernal bleeding takes its toll

It burns inside the tracks I've laid
Until my mind becomes its slave
And then before I even know
Infernal bleeding takes control

"
Metal,Zemial,In Monumentum  Stone Of The Ages,"A man is born and a man will die, but mighty is the one who lives with pride
Trust in your sword though its blade is so cold...
Great the spirit that chooses to live, the one who heeds the call of the dream
To soar like an eagle, to reach for the skies...

One short life to live
Before you sail to the skies
One brief memory to leave
Like a shooting star in the night

One brief chance to give
To carve the stone of our times
And your songs long lost friend
Forever stay in our minds



"
Metal,Melvins,Onions Make The Milk Taste Bad,"I dreamed in wings of yesterday
Divide it seem to float on the line
Don't mean to be so empty
My baby walks it twist and turn
Black lazy lady sleep or ride?
She lay in pain up every night

The wolves are always near me
And never hardly hear me
I hold the forward drove
It makes me right
The wheels are always near
And twist and turn like a baby

"
Metal,Awaiting The Apocalypse,Jonestown Kool-Aid,"This world is rotten
Mankind is consumed by his greed
We can become equal
And build a society that is free
I will lead you through the darkness
Through the jungles of Guyana
We will build Utopia
Led by the light of GOD...
This is our only solution
I'm not the one that's failed you, now
The world has let you down
I tried my best to give you a good life
We have been horribly betrayed
We're not committing suicide
This is a revolutionary... ACT!!!
The children shall die first
Because they can not choose
Force down the cyanide
Or, CHOKE OUT THEIR FUCKING LIFE
Consumption, Suffocation, Injection, Execution
909 had died from this murder/suicide
They were forced, to take their own lives
Their own lives
Utopia has been denied
You won't die alone
We thought we could change this world
We were wrong
This world holds nothing for us any longer
No reason for us to stay alive, any longer

"
Metal,Dance Club Massacre,Countdown To Annihilation,"Make some noise party people.

It's the grand finale.

At center stage where the invitational is endless.

Times due to look our best.

Put on your best shirt and slacks, ladies.

Oh yeah sweet sizzlin' sassy girls.

The fridge is full so make haste and get on with your bad selves.

Grab your dates and your entry numbers.

This rumble is about to get messy.

The countdown has begun.

Sweating simultaneously in one room.

Twist if you must.

Shout if you dare.

But damsels and villains both beware.

It's time, it's time...to raise your glasses high.

To Auld Lang Syne my dear, and a happy new year.

This jig is just for you. 

Do what you must, but I won't tell.

These lips are sealed.

To Auld Lang Syne my dear.

And a happy new year

"
Metal,Acrimonious,The Hollow Wedjat,"I am the Word without the force of lungs
Without Lips and Breath and Cords and Tongue
Echo me unto Moriah's Mount
A Blade without hinders, a Dawn without a Sun

The edge of the West is as sharp as the East's
Yet I'm the Voice that know neither Heights or Deeps
Carry me unto Sinai's peaks
Knowledge beyond letter or divine speech

Who shall defy me, when Defiance am I?
And who to mute me, when the Silence is mine?
Seek me and seize me thou who speak without sound
The Judgement that no Law has found

Bare me unto Kurun Hatt̨n
A Topheth to pity, a Gehenna to sin
Blow me unto Golgotha's top

Where the fallen angel has risen up!
Removing the Aeons on his death-silent route
Ascending on the wings of Malak al-Maut
And reaching the summit of Meru the High
To unite the Void with both Earth and Sky

I am the Word without the force of Lungs
Without Lips and Breath and Cords and Tongue
The eye of the Hawk stares Hollow and Blind
And so Moves the Voice that no Thought can Bind!

"
Metal,Mekong Delta,Interlude 2 - Group,"
"
Metal,Zimmer S Hole,S-26,"[bonus track]

Well I miss my coffee machine
It was shiny chrome like out of a dream
In the morning it would make
the best cup damn cuppa Joe
Where oh where did my coffee machine go?

"
Metal,Zimmer S Hole,Legion Of Flames,"Who...

No matter who you are..
No matter where you are..
Cherished be thy name..

In legion of flames

No matter who you are..
No matter where you are..
Cherished be thy name..

Legion of flames
We burn for you..
Cherished be thy name

"
Metal,Melechesh,Annunaki S Golden Thrones,"[Music: Ashmedi / Lyrics: Ashmedi]

""Fiercest Gallu demons rise""

Seven headed serpents
Born of genius and rage
Slaves to the olden Unnamed
Shield the cosmic deserts
Seven noble sages
Born of princely progeny
Of elevated golden blood
Praise the nameless Ancient Gods

Quick-sand, vacuum,
Sky of sand in the sphere of the damned
A dimension of cosmogony
Overwhelm the will, grim thrill
Seven headed serpents
Born of genius and rage
Slaves to the olden Unnamed
Shield the cosmic deserts

""Fiercest Gallu demons rise""

Giants, titans, people of the Shem
Architects of Lugal-E
Recluses of innate dominance
Sires of earth, Shahs of the universe
Seated on their thrones of gold
They weaved all essence
In opaque storm of vacuum
Seven noble Sages
Born of princely progeny
Of elevated golden blood
Praise the nameless Ancient Gods

Barron land Nazu domains
Malefic phantoms rise
Like an oath of the surreal fiend
Uttuku's curse forever remain

Land of Nazu domains
Malefic phantoms rise
Like an oath of the surreal fiend
Uttuku's curse forever remain

""Sebittu, Iminbi, Lugal - E""
Annunaki's Golden Thrones

"
Metal,Damnation,Absence In Humanity,"Stand for resurrection - I revive my tears
To feel the bolts of thunder - I fight to exist
Conceived to be rebellious - Persist in a war
Stridden on different path - I've got only scorn!

Fighting at war with human waste
I'm burning obsolete ways
Ordered to lead the revolt
I fight to restore my worth
Absence in humanity
I will not stand in your ""normality""
Burning worlds desire
I'm always standing higher!
Revolt!!

Shadows of hate surrounding me
In a world where all is deceit
Aggression in sadness and laughter in pain
Takes control of life everyday
This war we can't ignore
Persevered among the dying souls
Resolved on our way
We must abide and we must adhere!
Revolt!!

Stand for resurrection - I revive my tears
To feel the bolts of thunder - I fight to exist
Conceived to be rebellious - Persist in a war
Stridden on different path - I've got only scorn!

[Lead: LES]
[Lead: BART]

"
Metal,Acrania,The Beginning,"
"
Metal,Zavorash,Worthlessness,"[by A. Casado]

[Instrumental]

"
Metal,Acoustic Torment,Environmental Disaster,"every day there are dying out 
some species of animals and plants. 
stop the environmental disaster, 
only now we have a chance.

threatened creatures, dirty seas, 
polluted atmosphere, dying trees.

Every day we are destroying 
a part of this beautiful nature.
stop the ecocide now, 
or we will have no future.

we invest millions of dollars 
in science and mars exploration, 
that we can leave this planet 
when it is finally destroyed. 
use the money for saving the environment, 
this would be thousand times more efficient!

threatened creatures, dirty seas, 
polluted atmosphere, dying trees.

stop the insanity! - stop the ecocide! 
stop the indifference! - stop the suicide!

"
Metal,Zao,Resistance,"I won't allow it. I won't let it happen. This weakness will be strengthened. 
Take away this battle. Let our fire burn within. Purify. Purify. Don't 
release your hand from me. I must surrender, must lay it down. What's to 
gain from my selfishness? What will I promote, and what will be pushed back? 
My hope must rise, strength come forward. Linking my hand in yours. Let your 
chains uphold me. I won't break the bond. No more will I remain the same. My 
God has ever loved himself in me. I am convinced. I must stay.

"
Metal,Melancholy Pessimism,Old Age,"I'm dread of old age

and although I'm young

I feel it together with dead

trample to me heels

No! It isn't possible to I have been so old


Old age - somebody are saying - the rest

Old age - for me it's waiting to death only


Why what we are living?

What is sense of life?

to we know fear from death

and in the old age we be worry by

the thoughts about it what was

and what will be never?


Old age - present and torturous

Old age - youth is away


When I see the childrens I feel faint

Although isn't what envy to their

My life full of worry slowly over

So take me! You toothed bitch!


Old age - it's our fate

Old age - then death and nothing more

"
Metal,Melbaculp,Never Surrender,"[Written by Jack McConnell]

Binded in life
But I won't give up the fight urgency strong
But I, I'll never belong
Tempted with greed
False prosperity
Slave to their system
I
Will be freed
We will fight against all the empires
We will win or else we
Will die
We will fight to carry our creed to do whatever,
It is we please
Drowning in their wasteland
Can't call this home
I am so different
And
Different, is what they'll be shown
Never will I
Abandon these dreams
Never will I
Work the dead end beat
We will fight against all the empires

We will win or else we will die
We will fight to carry our creed to do
Whatever, it is we please
We will fight against all the empires
We will
Win or else we will die
We will fight to carry our creed
To do whatever,
It is we please
Down on their knees I chose to be free, yeah




"
Metal,Acres,Distant Hills,"If this is what it feels like under my skin
Then I will take your heart again
My dreams have died so very often
But not this time, not this time
I swear I will never ask you again
If you'd only take my hand
When you're a child and you're looking for someone
To fall in love, and fall apart

Don't

Don't go..
Don't go..
Please don't go..
Don't go..
Don't go..




"
